,Date,User,Content,ReplyCount,RetweetCount,LikeCount,QuoteCount,TweetID,Sentiment
130,2022-03-16 16:00:02+00:00,PrimeVideo,Which fictional character’s podcast would you listen to?,732,44,888,285,1504125344613376011,0.0
131,2022-03-15 22:21:30+00:00,alexa99,"""Alexa, call my phone"" is a thing I hear from time to time. Where have you misplaced yours most often?",79,17,240,14,1503858956824891399,0.0
132,2022-03-15 20:00:00+00:00,amazonmusic,"Name a female vocalist who gives you life, we’ll go first: Billie Eilish 🎤 🎶 💁‍♀️",28,1,30,1,1503823347234267142,0.0
133,2022-03-15 19:00:01+00:00,amazon,"We want to know - Spring break is a time to do what? Comment below with emoji(s) representing your plans. ⬇️

🛫 Travel somewhere warm 
🚙 Road trip 
🏡 Stay home 
✔️ Catch up on work/homework 
🛍 Time to shop 

Whatever you prefer, we've got you covered. 😎",91,17,126,2,1503808250634027009,0.6369
134,2022-03-15 17:00:00+00:00,amazonmusic,Woke up feeling good as hell. What @lizzo tracks are you listening to today? 💅,5,1,23,0,1503778048168050690,-0.296
135,2022-03-15 15:00:00+00:00,amazon,RT if you added something to your Wish List today.,141,143,295,17,1503747851641368585,0.4019
136,2022-03-14 22:13:27+00:00,amazonfiretv,Happy #PiDay! Tell us type of movie/shows you like to stream on your Fire TV to celebrate?,3,2,9,0,1503494543261388803,0.8313
137,2022-03-14 19:45:00+00:00,amazon,"“Don't put off until tomorrow what you can do today.”

*Moves “Save For Later” items to Cart*",68,20,222,3,1503457186982289409,0.0
138,2022-03-14 19:04:34+00:00,alexa99,"To the person who thought they were buying Tom Brady's last touchdown football for 518k, I can recommend a deep-breathing exercise.",16,65,263,8,1503447009830719488,0.3612
139,2022-03-14 13:25:59+00:00,PrimeVideo,Happy Pi Day.,33,67,522,10,1503361802192789504,0.5719
140,2022-03-12 20:00:00+00:00,amazon,Why does it always feel so good to Add To Cart?,155,51,424,13,1502736183276752898,0.5777
141,2022-03-12 16:00:00+00:00,amazon,"Settle a debate – what does Daylight Savings mean? 

☀️ More time to enjoy the outdoors 
OR
📺 Season of streaming @PrimeVideo with the windows open",63,8,89,1,1502675788105228288,0.5367
142,2022-03-12 02:52:57+00:00,PrimeVideo,That final shot left me with chills. A perfect season of a perfect show! The countdown to season 5 starts now! #MaiselWatchParty,13,28,398,3,1502477717412978691,0.8395
143,2022-03-11 20:39:33+00:00,PrimeVideo,What’s your favorite episode of @MaiselTV of all time?,97,11,193,27,1502383749425766407,0.4588
144,2022-03-11 20:00:00+00:00,PrimeVideo,What is an irrational fear that you developed from watching a TV show or movie?,426,36,487,67,1502373796077989888,-0.6808
145,2022-03-11 19:13:37+00:00,alexa99,Let's get you ready for Pi Day (3/14) by using it in real life. Which has more pizza ...?,52,22,129,14,1502362121769607168,0.3612
146,2022-03-11 18:37:10+00:00,alexa99,Guess what happens day after tomorrow? 🕐 1️⃣ ➡️,41,15,95,10,1502352950236114948,0.0
147,2022-03-11 16:15:21+00:00,PrimeVideo,#MrsMaisel day.,16,47,593,5,1502317262975512578,0.0
148,2022-03-11 15:33:10+00:00,PrimeVideo,Happy Friday.,28,30,349,0,1502306644042125325,0.5719
149,2022-03-11 02:00:00+00:00,amazonmusic,"This is your sign to listen to some @MarenMorris, which song is on repeat?",3,1,14,0,1502102005443182594,0.0
150,2022-03-11 01:03:40+00:00,amazonmusic,"Our toxic trait is thinking we can hit Ari’s high notes, what’s yours?",2,0,6,0,1502087830528536577,0.0
151,2022-03-10 23:00:00+00:00,PrimeVideo,Which fictional character do you think would be a great teacher?,480,39,617,65,1502056707702329348,0.6249
152,2022-03-10 21:00:00+00:00,amazon,"When you support small businesses on Amazon, you open yourself up to a whole new world of amazing: 

🧶 Handmade crafts
🧸 Toys &amp; Games
🦴 Pet supplies
🎧 Electronics
❤️  Talented and unique artisans",52,14,127,2,1502026509330141199,0.8885
153,2022-03-09 20:35:59+00:00,alexa99,"With Drop-In, you can instantly talk to someone. Who are you most likely to drop in on?",43,21,213,10,1501658074280456194,-0.3321
154,2022-03-09 20:00:00+00:00,amazon,We want to know: what's your favorite Amazon device you've purchased? 🧐,375,29,362,16,1501649022452486159,0.6124
155,2022-03-09 18:53:34+00:00,PrimeVideo,What movie have you watched at least 7 times?,2479,110,1602,255,1501632303562321922,0.0
156,2022-03-09 17:30:01+00:00,alexa99,"Identify the star⭐️
-- It's his birthday! 
-- His stage name comes from a sport he played in school
-- He's part of the biggest-selling K-Pop band",13,14,66,1,1501611274446139399,0.4003
157,2022-03-09 16:19:43+00:00,amazonfiretv,Which character from the @PeacockTV Original drama Bel-Air do you relate to the most? #BelAirPeacock,2,2,11,1,1501593584507703299,0.3182
158,2022-03-09 01:11:15+00:00,PrimeVideo,What’s the happiest movie you’ve ever seen.,349,43,496,34,1501364962760953860,0.6369
159,2022-03-08 22:00:00+00:00,amazonmusic,Tell us your 3 headliners of your dream festival and they BETTER be all women 🎶 👑,35,2,25,0,1501316831021350914,0.8331
160,2022-03-08 20:00:00+00:00,amazonmusic,Happy #InternationalWomensDay! Show some love to your favorite female K-pop artists by tagging them below!,5,2,12,0,1501286633269833732,0.9097
161,2022-03-08 19:28:40+00:00,PrimeVideo,Who’s on your dream female TV/film cast?,132,20,235,24,1501278747386728451,0.25
162,2022-03-07 18:03:57+00:00,PrimeVideo,Happy Monday.,29,23,303,5,1500895040532455426,0.5719
163,2022-03-06 16:27:45+00:00,PrimeVideo,What’s the greatest original motion picture soundtrack you’ve ever heard.,1142,68,849,63,1500508444234821633,0.7579
164,2022-03-05 19:03:49+00:00,PrimeVideo,"Tell me something, my friend. Ever dance with the devil in the pale moonlight?",45,32,338,7,1500185331169042432,-0.296
165,2022-03-04 22:37:50+00:00,PrimeVideo,What movie or show would you love to see a reboot of?,868,40,565,70,1499876802575187971,0.6369
166,2022-03-04 14:31:14+00:00,PrimeVideo,Nananana nananana…Batman!,101,285,4728,26,1499754345952423943,0.0
